EMPID,Team,Cluster,Qualification,Sex,Recruitment_Mode,Number of Certifications,Age,Last Year Rating,Years_Of_Exp,KPIs_Met? >80%,Performer_Award??,Avg_KPI_Score,Is_Retained?
28672,Sales & Marketing,Cluster_20,Bachelor's,m,sourcing,1,38,3,8,0,0,55,0
25523,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,26,3,3,0,0,50,0
69857,Finance,Cluster_16,Bachelor's,f,sourcing,1,31,3,6,1,0,63,0
61712,Operations,Cluster_13,Bachelor's,f,sourcing,1,27,3,4,1,0,65,0
63698,Analytics,Cluster_22,Master's & above,m,sourcing,1,40,3,10,0,0,81,0
58783,Operations,Cluster_2,Bachelor's,f,other,1,34,4,8,1,0,60,0
38440,Operations,Cluster_22,Bachelor's,m,sourcing,2,26,,1,1,0,61,1
73148,Procurement,Cluster_15,Master's & above,m,other,1,41,2,9,1,0,71,0
3798,Operations,Cluster_30,Bachelor's,m,sourcing,1,32,3,7,0,0,62,0
63760,Sales & Marketing,Cluster_10,Bachelor's,m,sourcing,1,35,4,3,1,0,49,0
69320,Sales & Marketing,Cluster_11,Bachelor's,m,other,1,46,5,17,0,0,46,0
31465,Procurement,Cluster_2,Master's & above,m,sourcing,1,38,4,7,0,0,66,0
70636,Finance,Cluster_2,Bachelor's,m,sourcing,2,33,1,2,0,0,63,0
75706,Sales & Marketing,Cluster_20,Bachelor's,m,other,3,28,3,5,1,1,51,0
10463,Sales & Marketing,Cluster_8,Master's & above,m,sourcing,1,32,5,4,1,0,48,0
64214,Analytics,Cluster_2,Bachelor's,m,other,1,46,5,3,1,0,83,0
62760,Technology,Cluster_19,Bachelor's,m,sourcing,1,36,5,5,1,0,79,0
46172,Operations,Cluster_26,Bachelor's,m,other,1,32,3,3,0,0,61,0
9883,Sales & Marketing,Cluster_19,Bachelor's,m,other,1,33,4,5,1,0,51,0
22302,Sales & Marketing,Cluster_2,Master's & above,m,other,2,53,2,7,0,0,49,0
76236,Technology,Cluster_22,Bachelor's,f,other,1,28,4,4,1,1,79,1
77721,Sales & Marketing,Cluster_7,Bachelor's,m,sourcing,1,31,1,3,0,0,53,0
47511,Operations,Cluster_7,Master's & above,m,other,1,55,3,7,0,0,61,0
59265,Technology,Cluster_2,Master's & above,f,sourcing,1,34,4,6,1,0,85,0
55825,Sales & Marketing,Cluster_1,Master's & above,m,sourcing,1,39,5,10,1,0,92,1
27813,Legal,Cluster_2,Master's & above,m,other,1,50,3,7,0,0,65,0
1889,Sales & Marketing,Cluster_29,Bachelor's,m,other,2,35,3,8,0,0,50,0
77355,Procurement,Cluster_2,Bachelor's,m,sourcing,1,32,3,4,0,0,70,0
38575,Procurement,Cluster_15,Master's & above,f,other,1,41,4,7,0,0,64,0
62643,Sales & Marketing,Cluster_15,Bachelor's,f,sourcing,1,30,3,7,0,0,43,0
10962,Operations,Cluster_22,Bachelor's,m,referred,1,33,5,3,0,0,59,0
63876,Procurement,Cluster_2,Master's & above,m,sourcing,1,47,3,6,0,0,63,0
43464,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,42,4,2,0,0,48,0
28615,Operations,Cluster_15,Bachelor's,f,other,1,36,3,8,1,1,92,1
35414,Sales & Marketing,Cluster_7,Master's & above,m,other,1,37,4,8,0,0,50,0
41948,Sales & Marketing,Cluster_5,Master's & above,m,other,2,30,1,2,1,0,47,0
26202,Procurement,Cluster_13,Master's & above,m,sourcing,1,47,3,5,1,0,68,0
49651,Technology,Cluster_26,Bachelor's,m,sourcing,1,33,1,2,1,0,81,0
11088,Technology,Cluster_26,Bachelor's,f,other,1,27,3,2,1,0,78,1
33750,Analytics,Cluster_2,Bachelor's,m,sourcing,1,37,5,3,1,0,87,0
19303,Technology,Cluster_4,Bachelor's,f,other,1,28,3,3,1,0,81,0
5198,Sales & Marketing,Cluster_2,Bachelor's,m,other,2,41,3,9,1,0,51,0
57324,Finance,Cluster_13,Bachelor's,f,other,1,29,5,3,1,0,60,0
59189,Technology,Cluster_7,Bachelor's,f,sourcing,2,50,4,22,0,0,73,0
51288,Sales & Marketing,Cluster_27,Bachelor's,m,sourcing,1,35,4,4,1,0,47,1
49630,Sales & Marketing,Cluster_2,,m,other,1,47,3,7,1,0,52,0
62694,Sales & Marketing,Cluster_1,Master's & above,m,other,2,35,3,3,0,0,52,0
19693,Procurement,Cluster_27,Master's & above,m,other,5,40,3,4,0,0,69,0
36130,Technology,Cluster_13,Bachelor's,m,other,1,44,4,13,0,0,83,0
25890,Sales & Marketing,Cluster_29,Master's & above,m,other,2,30,1,6,1,0,48,0
47522,Sales & Marketing,Cluster_14,Bachelor's,f,sourcing,1,34,4,7,0,0,49,0
75969,Analytics,Cluster_22,Bachelor's,f,sourcing,1,28,,1,1,0,88,1
56489,Technology,Cluster_6,Bachelor's,f,sourcing,1,29,,1,0,0,77,0
45102,Analytics,Cluster_33,Master's & above,m,other,1,35,3,4,0,0,80,0
63421,Sales & Marketing,Cluster_22,Bachelor's,f,sourcing,1,27,,1,0,0,46,0
34144,Sales & Marketing,Cluster_13,Bachelor's,m,other,2,29,,1,0,0,51,0
42570,Operations,Cluster_7,Bachelor's,f,sourcing,2,33,5,7,0,0,75,1
17109,HR,Cluster_28,Master's & above,m,other,1,32,3,6,0,0,50,0
33815,Operations,Cluster_14,Bachelor's,m,sourcing,1,36,3,10,0,0,63,0
44070,Operations,Cluster_7,Bachelor's,m,other,1,57,4,12,0,0,59,0
16755,Procurement,Cluster_23,Bachelor's,f,other,1,31,2,5,0,0,71,0
70597,Operations,Cluster_16,Bachelor's,m,other,1,34,4,9,0,0,58,0
4959,Operations,Cluster_22,Master's & above,m,other,1,45,3,12,0,0,74,1
22119,Sales & Marketing,Cluster_31,Bachelor's,m,other,1,25,1,3,1,0,50,0
60859,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,38,5,11,0,0,50,0
4157,Technology,Cluster_20,Bachelor's,m,other,1,31,4,2,0,0,82,0
4550,Procurement,Cluster_31,Master's & above,f,sourcing,1,36,3,3,0,0,69,0
30010,Analytics,Cluster_22,Bachelor's,m,other,2,30,4,3,1,0,86,0
2024,Procurement,Cluster_8,Bachelor's,m,other,1,30,1,5,0,0,70,0
16935,Legal,Cluster_7,Bachelor's,f,sourcing,1,30,,1,0,0,62,0
10397,Sales & Marketing,Cluster_20,Bachelor's,m,other,1,25,,1,0,0,46,0
42964,Analytics,Cluster_31,,m,other,2,30,3,1,0,0,85,0
25409,Sales & Marketing,Cluster_27,Bachelor's,m,other,1,29,4,6,0,0,48,0
37151,Operations,Cluster_13,Master's & above,f,other,1,46,3,4,0,0,59,0
12602,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,31,3,4,0,0,53,0
45798,Finance,Cluster_26,Bachelor's,m,sourcing,1,25,4,2,0,0,60,0
36362,Operations,Cluster_11,Bachelor's,f,other,1,33,4,6,0,0,59,0
3985,Technology,Cluster_31,Bachelor's,m,other,1,26,2,2,1,0,80,0
36596,Operations,Cluster_26,Bachelor's,f,sourcing,1,27,3,3,1,0,62,0
42040,Analytics,Cluster_1,Master's & above,m,other,2,30,3,4,1,0,84,0
38214,Operations,Cluster_3,Bachelor's,m,other,1,28,,1,0,0,55,0
25713,Operations,Cluster_28,Bachelor's,m,other,1,28,5,2,0,0,69,1
70450,Finance,Cluster_2,Bachelor's,m,other,1,31,1,4,0,0,56,0
54818,Operations,Cluster_8,Bachelor's,f,other,1,26,3,2,0,0,60,0
40239,Operations,Cluster_4,Bachelor's,m,sourcing,1,26,2,1,1,0,56,0
49899,Sales & Marketing,Cluster_29,Bachelor's,m,sourcing,1,30,5,6,0,0,52,0
49608,Sales & Marketing,Cluster_23,Bachelor's,f,sourcing,1,28,,1,0,0,53,0
42311,Legal,Cluster_2,Bachelor's,m,other,1,54,3,8,0,0,59,0
65517,Technology,Cluster_26,Bachelor's,f,sourcing,1,26,5,2,0,0,81,1
70211,Procurement,Cluster_2,Master's & above,m,sourcing,1,41,5,12,0,0,69,0
53022,Finance,Cluster_2,Bachelor's,m,other,3,36,2,5,1,0,55,0
5982,Sales & Marketing,Cluster_26,Bachelor's,m,other,1,33,5,7,0,0,53,0
54136,Procurement,Cluster_5,Bachelor's,f,other,1,29,4,3,1,0,69,0
17325,Sales & Marketing,Cluster_22,Bachelor's,m,other,1,37,5,10,0,0,52,0
74834,Sales & Marketing,Cluster_30,Bachelor's,m,other,1,29,4,4,1,0,49,0
19067,Sales & Marketing,Cluster_13,Bachelor's,m,other,3,27,4,4,0,0,49,0
25176,Sales & Marketing,Cluster_23,Bachelor's,m,sourcing,1,35,2,8,0,0,50,0
45729,Finance,Cluster_26,Bachelor's,f,other,1,26,5,2,1,0,58,1
17497,HR,Cluster_32,Bachelor's,m,other,1,30,3,4,0,0,49,0
63133,Legal,Cluster_22,Bachelor's,m,other,1,31,1,5,0,0,56,0
41831,Analytics,Cluster_22,,m,sourcing,1,29,5,6,1,0,80,0
50313,Analytics,Cluster_28,Bachelor's,m,other,1,28,3,2,1,0,79,0
43186,Analytics,Cluster_26,Bachelor's,m,sourcing,1,43,3,6,0,0,79,0
1724,Analytics,Cluster_22,Master's & above,m,other,1,46,3,17,1,1,83,0
47441,Operations,Cluster_2,Bachelor's,m,sourcing,1,45,3,15,1,0,59,0
73505,Procurement,Cluster_20,Bachelor's,m,other,1,26,,1,1,0,73,0
39692,Sales & Marketing,Cluster_2,Master's & above,f,other,1,56,1,16,1,0,55,0
56068,HR,Cluster_2,Bachelor's,m,other,1,51,3,17,0,0,53,0
39731,Technology,Cluster_34,Bachelor's,m,sourcing,1,27,,1,0,0,80,0
8024,Operations,Cluster_16,Bachelor's,m,other,1,50,3,15,0,0,59,0
49474,Operations,Cluster_15,Bachelor's,f,sourcing,1,39,4,8,0,0,74,1
3748,Sales & Marketing,Cluster_5,Bachelor's,m,other,1,42,3,16,0,0,48,0
48544,Procurement,Cluster_2,Bachelor's,m,sourcing,1,27,,1,1,0,71,0
16008,Operations,Cluster_2,Bachelor's,m,sourcing,1,40,4,6,1,0,56,0
580,Operations,Cluster_2,Master's & above,f,sourcing,3,44,4,15,1,0,61,0
24517,Finance,Cluster_2,Bachelor's,f,sourcing,1,34,3,9,0,0,62,0
9825,Sales & Marketing,Cluster_22,,f,other,1,28,3,10,1,0,52,0
56144,Finance,Cluster_22,Bachelor's,m,other,1,28,3,6,0,0,70,1
46212,Sales & Marketing,Cluster_22,,m,sourcing,1,27,1,3,1,0,50,0
4647,Operations,Cluster_15,Bachelor's,m,sourcing,1,30,5,4,0,0,62,0
61307,Analytics,Cluster_11,Bachelor's,m,other,1,31,4,6,0,0,90,0
75599,Finance,Cluster_22,Bachelor's,m,sourcing,1,31,2,2,1,0,60,1
39260,Procurement,Cluster_2,Bachelor's,m,other,1,34,5,10,1,0,69,0
74174,Sales & Marketing,Cluster_27,Bachelor's,m,other,1,24,2,2,1,0,51,0
67912,Sales & Marketing,Cluster_28,Bachelor's,m,other,1,31,1,3,0,0,51,0
39860,Operations,Cluster_26,Bachelor's,f,other,1,28,3,4,1,0,61,0
3887,Operations,Cluster_19,Master's & above,m,sourcing,2,46,3,15,0,0,60,0
38734,Operations,Cluster_32,Master's & above,f,sourcing,1,37,5,8,0,0,71,1
66216,Procurement,Cluster_24,Bachelor's,f,other,1,27,2,2,0,0,63,0
26840,Sales & Marketing,Cluster_22,Bachelor's,f,other,2,27,2,2,0,0,51,0
65108,R&D,Cluster_2,Master's & above,m,sourcing,2,50,4,16,0,0,88,0
22415,HR,Cluster_25,Master's & above,m,sourcing,1,34,3,7,0,0,55,0
64677,Sales & Marketing,Cluster_27,Bachelor's,m,sourcing,1,43,1,12,0,0,49,0
42796,Operations,Cluster_29,Bachelor's,m,sourcing,1,44,5,16,1,0,60,0
47148,HR,Cluster_7,Bachelor's,m,other,1,30,5,5,0,0,51,0
61685,Sales & Marketing,Cluster_28,Bachelor's,m,other,1,42,3,13,0,0,46,0
22566,Procurement,Cluster_13,Master's & above,m,other,1,34,3,6,0,0,70,0
59028,Analytics,Cluster_34,Bachelor's,m,other,2,31,5,7,0,0,85,0
42008,Sales & Marketing,Cluster_13,Bachelor's,m,sourcing,1,50,1,19,0,0,46,0
48739,Operations,Cluster_16,Master's & above,m,sourcing,1,38,4,7,0,0,58,0
36654,Sales & Marketing,Cluster_15,Bachelor's,m,other,1,49,3,8,1,0,47,1
67441,Technology,Cluster_27,Bachelor's,m,other,1,27,3,5,0,0,82,1
18099,Finance,Cluster_2,Bachelor's,m,sourcing,1,37,3,9,0,0,59,0
36998,Operations,Cluster_26,Bachelor's,f,other,1,30,4,5,0,0,74,1
57815,Procurement,Cluster_10,Master's & above,m,other,1,38,1,10,0,0,68,0
28915,Analytics,Cluster_25,Bachelor's,m,sourcing,1,27,1,3,0,0,87,0
37049,Operations,Cluster_29,Bachelor's,f,other,1,28,5,2,1,0,60,0
23632,Analytics,Cluster_22,,f,other,1,28,3,5,0,0,87,0
6101,Procurement,Cluster_10,Master's & above,m,other,1,44,3,13,0,0,72,0
68316,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,53,3,7,0,0,45,0
32068,Operations,Cluster_2,Bachelor's,m,other,3,35,4,6,0,0,57,0
49368,Procurement,Cluster_26,Master's & above,f,sourcing,1,41,4,9,1,0,69,1
59208,Procurement,Cluster_15,Bachelor's,m,other,2,30,3,7,0,0,72,0
34340,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,45,5,16,0,0,49,0
24357,Operations,Cluster_4,Bachelor's,m,sourcing,2,34,5,7,0,0,61,0
48159,Sales & Marketing,Cluster_13,Master's & above,m,sourcing,2,42,3,7,0,0,51,0
72692,Procurement,Cluster_2,Master's & above,f,other,1,51,4,18,0,0,69,0
40910,Procurement,Cluster_2,Master's & above,m,other,2,39,3,8,0,0,66,0
33881,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,1,32,3,6,1,0,45,0
27650,Finance,Cluster_22,Bachelor's,f,other,2,30,3,2,0,0,60,0
30631,Technology,Cluster_33,Bachelor's,m,sourcing,1,39,3,4,0,0,81,0
35293,Procurement,Cluster_2,Master's & above,f,sourcing,1,60,4,5,1,0,68,0
50403,Technology,Cluster_27,Bachelor's,m,other,4,27,5,2,1,0,75,0
77107,Sales & Marketing,Cluster_22,Bachelor's,f,other,1,29,3,7,0,0,53,0
2444,Analytics,Cluster_34,Bachelor's,m,other,1,28,1,4,0,0,81,0
13671,Operations,Cluster_31,Master's & above,m,other,1,52,5,9,0,0,61,0
73676,Sales & Marketing,Cluster_31,Bachelor's,m,sourcing,1,28,3,5,0,0,51,0
43037,Procurement,Cluster_4,Bachelor's,m,other,1,29,3,5,0,0,71,0
60581,Legal,Cluster_22,Below Secondary,m,sourcing,1,27,3,4,0,0,62,0
19819,Sales & Marketing,Cluster_28,Bachelor's,m,sourcing,1,27,4,3,1,0,45,0
49109,Operations,Cluster_26,Bachelor's,m,other,2,32,5,6,1,0,61,0
27862,Sales & Marketing,Cluster_23,Bachelor's,m,sourcing,1,42,1,12,0,0,49,0
46523,Technology,Cluster_4,Master's & above,f,other,1,42,1,10,0,0,78,0
59177,Procurement,Cluster_2,Bachelor's,f,other,1,29,2,6,0,0,70,0
15453,Operations,Cluster_2,Bachelor's,f,sourcing,1,51,5,14,1,0,60,0
43134,Legal,Cluster_2,Master's & above,m,other,1,35,2,6,0,0,60,0
69029,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,1,43,2,4,0,0,48,0
27084,Finance,Cluster_2,Master's & above,m,sourcing,3,37,4,8,0,0,63,0
38136,Procurement,Cluster_30,Bachelor's,f,other,1,32,3,5,1,0,72,0
29191,Procurement,Cluster_22,Master's & above,m,sourcing,1,34,1,7,1,0,69,0
7533,Sales & Marketing,Cluster_24,Bachelor's,m,sourcing,1,28,,1,0,0,50,0
62553,Analytics,Cluster_7,Bachelor's,m,sourcing,1,36,3,3,1,0,83,0
15779,Technology,Cluster_30,Bachelor's,f,other,1,34,3,9,0,0,83,0
37401,R&D,Cluster_2,Master's & above,m,sourcing,1,36,3,8,1,0,85,0
53717,Technology,Cluster_23,Master's & above,f,sourcing,2,32,3,7,0,0,79,0
72699,Procurement,Cluster_2,Bachelor's,f,sourcing,1,59,2,13,0,0,75,0
12630,Sales & Marketing,Cluster_4,Bachelor's,m,sourcing,2,49,2,14,0,0,51,0
59057,Sales & Marketing,Cluster_26,Bachelor's,m,sourcing,2,30,3,4,0,0,51,0
35594,Operations,Cluster_31,Master's & above,m,other,1,39,3,12,0,0,64,0
12965,Operations,Cluster_14,Bachelor's,m,other,1,36,3,3,0,0,55,0
74045,Procurement,Cluster_3,Bachelor's,m,sourcing,1,29,4,4,0,0,68,0
44989,Technology,Cluster_28,Bachelor's,m,other,1,30,3,4,0,0,83,0
77028,Sales & Marketing,Cluster_7,Master's & above,m,other,1,33,3,8,0,0,54,0
48388,Technology,Cluster_13,Master's & above,m,other,1,34,3,4,0,0,82,0
27496,HR,Cluster_7,Bachelor's,m,other,1,30,3,7,0,0,50,0
9128,Technology,Cluster_2,Bachelor's,m,referred,2,25,3,2,1,0,82,0
36504,Sales & Marketing,Cluster_13,Bachelor's,m,sourcing,1,29,4,6,0,0,48,0
8037,Operations,Cluster_22,Master's & above,m,other,1,49,2,7,0,0,62,0
26170,Operations,Cluster_28,Master's & above,m,sourcing,2,36,3,7,0,0,57,0
57325,Finance,Cluster_13,Master's & above,m,sourcing,1,32,3,5,1,0,59,0
64727,Sales & Marketing,Cluster_22,Bachelor's,m,other,3,32,4,5,0,0,45,0
76751,HR,Cluster_22,Bachelor's,m,sourcing,1,28,,1,0,0,51,0
6032,Operations,Cluster_32,Bachelor's,m,sourcing,1,32,3,4,0,0,57,0
59724,Operations,Cluster_5,Master's & above,m,sourcing,1,46,3,7,0,0,67,0
62604,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,54,5,7,0,0,52,0
71605,Procurement,Cluster_1,Master's & above,f,other,1,32,3,6,0,0,66,0
357,Technology,Cluster_2,Bachelor's,f,other,1,52,3,12,0,0,81,0
52166,Operations,Cluster_2,Bachelor's,f,other,1,52,2,18,0,0,62,0
25347,Technology,Cluster_33,Bachelor's,m,sourcing,1,27,5,3,1,0,75,0
4483,Finance,Cluster_15,Bachelor's,m,other,1,28,1,6,0,0,59,0
3569,Procurement,Cluster_7,Bachelor's,f,other,1,32,4,6,1,0,71,0
65539,Procurement,Cluster_2,Bachelor's,m,sourcing,2,34,5,6,1,0,70,0
68762,Technology,Cluster_2,Bachelor's,f,sourcing,1,52,2,18,0,0,78,0
6733,Sales & Marketing,Cluster_4,Master's & above,m,other,1,57,3,12,0,0,50,0
65102,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,40,3,7,0,0,53,0
43180,Technology,Cluster_2,Bachelor's,m,other,2,54,4,15,0,0,82,0
30007,Operations,Cluster_22,Bachelor's,m,sourcing,1,28,,1,1,0,59,0
51393,Operations,Cluster_2,Bachelor's,m,other,1,58,4,18,0,0,59,0
10001,Sales & Marketing,Cluster_28,Master's & above,f,other,1,36,3,6,0,0,52,0
15802,Sales & Marketing,Cluster_2,Bachelor's,f,referred,1,33,3,2,0,0,49,0
76942,Legal,Cluster_26,Bachelor's,m,other,1,29,,1,1,0,58,0
29032,Technology,Cluster_4,Bachelor's,f,sourcing,1,27,,1,1,0,78,1
19708,HR,Cluster_32,Bachelor's,m,other,1,31,5,6,1,0,46,0
31507,HR,Cluster_4,Master's & above,m,other,1,34,3,10,0,0,50,0
23314,Sales & Marketing,Cluster_20,Bachelor's,m,other,1,29,3,2,0,0,49,0
41008,Sales & Marketing,Cluster_13,Master's & above,f,sourcing,1,36,1,2,0,0,52,0
35038,Sales & Marketing,Cluster_13,Bachelor's,m,other,3,31,1,7,0,0,51,0
21104,Finance,Cluster_2,Bachelor's,f,other,1,46,3,6,0,0,56,0
4569,Sales & Marketing,Cluster_3,Bachelor's,m,sourcing,1,42,3,6,0,0,48,0
71091,Analytics,Cluster_22,,m,other,1,23,,1,0,0,82,0
37564,Procurement,Cluster_26,Bachelor's,m,other,2,30,3,4,1,0,68,1
57219,Sales & Marketing,Cluster_28,,m,other,1,28,5,3,1,0,55,0
29250,Operations,Cluster_15,Bachelor's,m,sourcing,1,35,1,7,1,0,57,0
43665,Operations,Cluster_23,Master's & above,m,sourcing,1,34,3,7,0,0,59,0
42218,Operations,Cluster_15,Bachelor's,m,sourcing,1,37,2,5,0,0,64,0
1669,Analytics,Cluster_2,Master's & above,f,other,2,35,3,8,0,0,85,0
14625,Finance,Cluster_2,Bachelor's,m,other,1,33,5,5,1,0,59,0
11308,Analytics,Cluster_22,Bachelor's,m,other,1,31,3,7,0,0,86,1
32553,Analytics,Cluster_22,Master's & above,m,sourcing,1,35,3,8,1,0,87,0
62747,Analytics,Cluster_15,Bachelor's,m,sourcing,1,30,3,2,0,0,84,0
47965,Sales & Marketing,Cluster_33,Master's & above,m,other,1,34,2,7,0,0,49,0
20964,Operations,Cluster_22,Bachelor's,m,sourcing,1,29,,1,0,0,64,0
65054,Procurement,Cluster_22,Bachelor's,f,other,2,28,4,5,1,0,68,0
65954,R&D,Cluster_2,,m,other,2,26,2,3,0,0,85,0
56773,Operations,Cluster_2,Bachelor's,m,sourcing,1,31,3,2,0,0,72,1
46763,HR,Cluster_2,Master's & above,f,referred,1,37,4,10,0,0,49,0
73258,Sales & Marketing,Cluster_15,Bachelor's,f,sourcing,1,33,5,10,0,0,52,0
58302,Sales & Marketing,Cluster_2,Master's & above,f,other,1,48,1,4,0,0,48,0
45651,Sales & Marketing,Cluster_30,Bachelor's,m,sourcing,1,28,3,6,1,0,47,1
39656,Technology,Cluster_23,Bachelor's,m,sourcing,1,33,2,10,0,0,81,0
45021,Sales & Marketing,Cluster_27,Bachelor's,f,sourcing,1,24,4,2,1,0,47,0
42437,Operations,Cluster_7,Master's & above,m,other,2,34,4,4,0,0,64,0
15866,Operations,Cluster_10,Master's & above,m,other,2,40,3,8,1,0,58,0
22338,Operations,Cluster_22,Bachelor's,m,other,1,33,3,2,0,0,61,0
12072,Sales & Marketing,Cluster_7,Master's & above,f,other,1,46,3,19,0,0,48,0
62025,Sales & Marketing,Cluster_15,Bachelor's,m,other,1,38,5,10,1,0,49,0
5012,Operations,Cluster_22,Master's & above,f,sourcing,1,47,4,7,1,0,54,0
76801,Finance,Cluster_14,Bachelor's,m,other,2,32,1,6,0,0,63,0
3705,Sales & Marketing,Cluster_1,Master's & above,f,sourcing,1,31,4,5,1,0,48,0
72788,Operations,Cluster_19,Bachelor's,m,sourcing,1,43,3,15,0,0,56,0
64500,R&D,Cluster_2,Bachelor's,m,sourcing,2,26,3,2,0,0,85,0
22254,Sales & Marketing,Cluster_30,Bachelor's,m,sourcing,2,36,3,11,1,0,51,0
2881,Sales & Marketing,Cluster_28,Master's & above,f,other,1,32,3,10,0,0,51,0
9414,HR,Cluster_20,Bachelor's,m,other,1,29,3,3,0,0,54,0
4350,Procurement,Cluster_15,Bachelor's,f,other,1,37,4,11,0,0,69,0
20495,Legal,Cluster_2,Bachelor's,m,sourcing,1,40,4,3,0,0,64,0
41597,Analytics,Cluster_4,Bachelor's,m,other,1,31,4,4,1,0,87,1
32591,Sales & Marketing,Cluster_22,Bachelor's,m,sourcing,1,29,2,4,0,0,49,0
45393,Operations,Cluster_15,Master's & above,f,sourcing,1,33,4,9,1,0,64,0
12151,Operations,Cluster_8,Master's & above,m,sourcing,1,30,3,5,0,1,69,1
63023,Procurement,Cluster_31,Master's & above,f,other,1,38,5,3,1,1,94,1
5501,Finance,Cluster_2,Bachelor's,m,sourcing,3,35,5,10,0,0,59,0
16463,Sales & Marketing,Cluster_11,Bachelor's,m,sourcing,1,30,,1,0,0,54,0
7974,Sales & Marketing,Cluster_25,,m,other,1,26,5,4,1,0,46,0
5527,Operations,Cluster_7,Bachelor's,f,sourcing,1,42,4,15,0,0,57,0
40767,Operations,Cluster_8,Bachelor's,m,other,2,26,5,4,1,0,53,0
78065,Operations,Cluster_26,Bachelor's,m,other,1,39,4,5,0,0,59,0
20423,Sales & Marketing,Cluster_2,,m,other,1,26,5,2,1,0,47,1
33237,Operations,Cluster_13,Master's & above,f,other,1,33,5,4,1,0,59,0
74832,Sales & Marketing,Cluster_2,Master's & above,m,other,1,44,5,6,0,0,53,0
34344,Finance,Cluster_34,Bachelor's,m,sourcing,2,26,5,2,1,0,60,0
45524,Sales & Marketing,Cluster_8,Bachelor's,m,sourcing,1,27,4,5,0,0,47,0
6761,Operations,Cluster_2,Bachelor's,m,other,1,39,4,7,1,0,63,0
45803,Sales & Marketing,Cluster_31,Bachelor's,m,sourcing,2,29,3,4,0,0,54,0
72637,Operations,Cluster_7,Master's & above,f,other,2,33,5,6,1,0,59,0
67643,Sales & Marketing,Cluster_29,Bachelor's,f,other,1,30,3,3,0,0,49,0
50077,Finance,Cluster_2,Master's & above,f,other,1,33,3,7,1,0,59,0
40480,Analytics,Cluster_27,Bachelor's,m,sourcing,1,33,3,5,0,0,85,0
49524,Analytics,Cluster_3,Bachelor's,m,sourcing,2,29,,1,0,0,85,0
61487,Sales & Marketing,Cluster_7,Master's & above,m,sourcing,2,36,1,5,0,0,45,0
45649,Sales & Marketing,Cluster_2,Master's & above,f,sourcing,1,52,3,18,0,0,53,0
25699,Procurement,Cluster_13,Bachelor's,m,sourcing,1,37,1,3,0,0,70,0
69353,Procurement,Cluster_2,Master's & above,f,other,1,45,1,12,0,0,71,0
60528,Technology,Cluster_13,Bachelor's,m,other,1,31,3,7,1,0,84,0
39137,Technology,Cluster_7,Bachelor's,f,other,3,40,2,3,1,0,78,0
65877,Operations,Cluster_20,Bachelor's,m,sourcing,1,36,5,6,1,0,63,0
57028,R&D,Cluster_23,Master's & above,m,other,2,37,5,9,1,0,85,0
22828,Sales & Marketing,Cluster_7,Bachelor's,m,sourcing,1,29,3,8,1,0,95,1
41414,Sales & Marketing,Cluster_16,Bachelor's,m,sourcing,1,41,5,16,0,0,47,0
55522,Sales & Marketing,Cluster_2,Master's & above,f,other,3,32,3,2,0,0,50,0
64910,Operations,Cluster_22,Bachelor's,f,other,1,28,,1,0,0,64,0
48809,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,54,3,6,1,0,52,0
50232,Operations,Cluster_19,Bachelor's,f,other,1,30,3,2,0,0,65,0
77060,Sales & Marketing,Cluster_2,Bachelor's,m,other,2,38,1,4,0,0,50,0
8472,Sales & Marketing,Cluster_9,Bachelor's,m,other,1,28,5,2,1,0,48,0
48821,Operations,Cluster_7,Bachelor's,m,other,2,33,5,7,1,0,59,0
43748,Finance,Cluster_2,Bachelor's,m,sourcing,1,47,5,6,0,0,59,0
19567,Procurement,Cluster_16,Bachelor's,f,sourcing,1,36,3,7,1,0,69,1
16846,Operations,Cluster_11,Master's & above,f,other,1,32,4,3,1,0,57,0
10313,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,1,37,3,4,0,0,55,0
71088,Finance,Cluster_20,Bachelor's,f,sourcing,2,27,,1,0,1,74,1
73501,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,29,3,2,0,0,54,0
4810,Technology,Cluster_7,Master's & above,m,other,2,33,3,10,0,0,78,0
52178,Sales & Marketing,Cluster_16,Bachelor's,m,sourcing,1,32,5,6,1,0,46,0
24360,Operations,Cluster_22,Master's & above,m,sourcing,1,37,3,7,0,0,61,0
70611,Sales & Marketing,Cluster_2,,m,sourcing,2,22,,1,0,0,48,0
40656,Operations,Cluster_26,Bachelor's,m,other,1,40,4,4,1,0,63,0
882,Sales & Marketing,Cluster_24,Bachelor's,m,sourcing,1,34,4,7,0,0,48,0
17844,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,30,2,6,1,0,48,0
